,question,category,answer,choices/0,choices/1,choices/2,choices/3
2745,"General Santa Anna , loser at San Juancinto and victor at the Alamo, went on to help promote what?",general,Chewing gum,Chewing gum,The Gatling Gun,Tacos,Movies
2746,What type of wood did Noah build the ark out of?,general,Gopher,Oak,Ash,Cedar,Gopher
2747,Which of these animals is considered to have the best immune system?,general,Vulture,Vulture,Kangaroo,Asp,Hyman
2748,Which one of these inventions hit the market in 1982?,general,The compact disk,The flying auto,The  TV remote control,The wireless bra,The compact disk
2749,What album is considered to be the first rap record?,general,Sugar Hill Gangss Rappers Delight,Public Enemys Fight the Power,Ike Turners Jet  88,Sugar Hill Gangss Rappers Delight,Yannick Bruynoghes Big Bills Rap
2750,Who played keyboards on the Beach Boys hits?,general,Darryl Dragon,Pete  McIntosch,Mike Love,Darryl Dragon,Stan Gibb
2751,"Of all the invertebrates, which has the best eyesight?",general,octopus,plankton,octopus,whale,squid
2752,Approximately what percentage of a jellyfish is water ?,general,95,98,95,90,85
2753,"In every country in the world, except one, moving the head up and down means yes and moving the head side-to-side means no. In what one nation is that not the case?",general,Bulgaria,Romania,Bulgaria,Kurdistan,Hungary
2754,Who was Robert Van Winkle ?,general,Vanilla Ice,A fictional character who slept for many years,Ice-T,The first winner of the Congressional  Medal of Honor,Vanilla Ice
2755,What did Erik Rotheim invent in 1926?,general,The aerosol spray can,saccharin,The aerosol spray can,The autopilot,chewing gum
2756,Which is the only US state famous for producing limburger cheese in the Chalet Cheese Co-op factory?,general,Wisconsin,Minnessota,Wisconsin,New York,Ohio
2757,How often can a healthy adult donate blood?,general,every 8 weeks,every 6 weeks,every 8 weeks,every 3 months,every 6 months
2758,Which actor plays a 121 years old character who tells a news reporter about his life with the Indians and the battle of Little Big Horn?,general,Dustin Hoffman,Robert Duvall,Gene Hackman,Sir Laurence Olivier,Dustin Hoffman
2759,Who built the famous monument Taj Mahal?,general,Shah Jehan,Shah Jehan,Akbar,Aurangzeb,Babur
2760,Which two landlocked countries are surrounded by other landlocked countries?,general,Liechtenstein and Uzbekistan,Liechtenstein and Uzbekistan,Austria and Switzerland,Tajikistan and Liechtenstein,Switzerland and Tajikistan
2761,A tabby is a type of domesticated cat with tiger-like stripes and silky fur. Where does the word tabby come from?,general,A suburb of Baghdad,"A corruption of Tabitha, a name long associated with cats and the devil",A district of a city in China,A suburb of Baghdad,A corruption of its Latin name
2762,"Which movie, set in New York City, was written by Calogero Lorenzo Palminteri and directed by Robert De Niro?",general,A Bronx Tale - 1993,Mad Dog and Glory - 1993,This Boys Life - 1993,Heat - 1995,A Bronx Tale - 1993
2763,"What is unusual about the curriculum of St. Helens School in Newbury, Ohio?",general,Unicycling is a mandatory subject.,"Except for Advanced Placement  classes, all classes are taught in Latin.",Studying at least four foreign languages is mandatory.,Unicycling is a mandatory subject.,"Although it is a Catholic school, Hebrew is a required subject."
2764,"Solve for X:
X = [(number of arms on a squid) - (height in feet of an NBA basketball hoop)] * [number of minutes taken for light from the sun to reach the earth]",general,0,8,24,0,72
2765,What is a moirologist?,general,Someone paid to mourn at a funeral,A well-dressed woman,A stutterer or stammerer,Someone paid to mourn at a funeral,A trademark used as a generic term
2766,"Geologically, we are in the Quaternary Period of the Cenozoic Era. In which geological epoch are we?",general,Holocene,Miocene,Eocene,Pliocene,Holocene
2767,Which US state had the most estimated farmland for 2000?,general,Texas,South Dakota,Kansas,Montana,Texas
2768,What invention is credited to American Melville R. Bissell?,general,The carpet sweeper,Indoor carpeting,The integrated circuit,The carpet sweeper,The vacuum cleaner
2769,Which of these is best for cooling your mouth if you have just eaten very spicy food?,general,Milk,Water,White wine,Red wine,Milk
2770,"According to modern geological theories, there was only one continent about 200 million years ago. What do geologists call it?",general,Pangaea,Panthalyssia,Pannotia,Pangaea,Rodinia
2771,What are conjugate angles?,general,Two angles that add up to 360 degrees,Two angles that add up to 90 degrees,Two angles that add up to 360 degrees,Two angles that add up to 180 degrees,Two angles that add up to 0 degrees
2772,"Of the 8 major blood types, which is the most common?",general,O+,AB+,AB-,A+,O+
2773,Which actor sued a Los Angeles magazine for publishing a computer-generated image of him wearing a dress?,general,Dustin Hoffman,Al Pacino,Patrick Swayze,Dustin Hoffman,Weslery Snipes
2774,"This country, whose capital city is Tegucigalpa, uses the lempira as its currency.",general,Honduras,El Salvador,Bolivia,Nicaragua,Honduras
2775,Ironically the song Video Killed the Radio Star by the Buggles was the first video played on MTV in the USA. Which was the second song aired on the Music Television?,general,"Pat Benatar, You Better Run","Madonna, Like a Virgin","Dire Straits, Money for Nothing","Michael Jackson, Thriller","Pat Benatar, You Better Run"
2776,"Neil Armstrong was the first man to walk on the moon on July 20th, 1969. Who was the astronaut that followed him?",general,Edwin Buzz Aldrin,John Glenn,Edwin Buzz Aldrin,"Charles P. Pete Conrad, Jr.",Edward Smith
2777,John Adams was the second President of the United States. Who was the second Vice-President of the United States?,general,Thomas Jefferson,Thomas Jefferson,John Hancock,John Quincy Adams,Ben Franklin
2778,The Beatles first #1 hit on the US Billboard charts was I Want to Hold Your Hand.  What was their second #1 hit?,general,She Loves You,Hey Jude,She Loves You,Cant Buy Me Love,Yesterday
2780,According to the 1990 US census the most common surname is Smith. What is the second most common name?,general,Johnson,Brown,Williams,Jones,Johnson
2781,What was Disneys second full length animated film?,general,Pinocchio,Peter Pan,Pinocchio,Cinderella,Snow White and the Seven Dwarfs
2782,"The invetor of the first marketed bubble gum, Walter Diemer, was actually an accountant at Fleer Chewing Gum Company in Philadelphia. He did various experiments in his free time. He invented bubble gum by accident, when one of his gum mixtures turned out to be less sticky than the usual chewing gum mixture and easily stretched.  When did he invent the bubble gum?",general,1928,1955,1915,1935,1928
2783,This was the name of the first bubble gum on the market.,general,Dubble Bubble,Hubba Bubba,Wrigleys,Dubble Bubble,Bazooka
2784,Bazooka introduced the first bubble gum comics named Bazooka Joe. It was first introduced in this year.,general,1953,1920,1953,1910,1963
2785,"This is the most popular color of bubble gum.  When gum had to be released on the market, it was the only color the inventor had on hand.",general,Pink,Blue,Green,White,Pink
2786,"If you stick bubble gum in your hair, you can remove it with a small amount of this substance.",general,Peanut butter,Peanut butter,Water,Flour,Alcohol
2787,This is one of the benefits of chewing gum.,general,Helps resist the urge to smoke,Helps taste,Enhances the function of the lungs,Helps resist the urge to smoke,Alleviates stuffed nose
2788,Chewing gum was released in the American market in the early 1900s but became popular in Europe thanks to US soldiers who fought in this war.,general,WW 1,Persian Gulf War,Afghanistan war,WW 1,WW 2
2789,Ancient Greeks also had their bubble gum. They chewed the resin of this tree to clean their teeth and freshen their breath.,general,Mastic tree,Ash tree,Mastic tree,Olive tree,Pine tree
2790,To remove gum from clothes or other fabrics you should apply this first.,general,Ice cube,Hot iron,Ice cube,Oil,Butter
2791,"This country has the largest number of gum producers, with over 60 gum factories.",general,Turkey,China,USA,Turkey,Russia
2792,"According to most theories, when was the color pink invented?",general,17th century,17th century,12th century,19th century,15th century
2793,Why did the inventor of bubble gum make it pink?,general,It was the only color he had left,It was the only color he had left,He made it pink for his daughter,It was his favorite color,Pink reminded him of his mother
2795,Where was the 1986  movie Pretty in Pink set?,general,Chicago,New York,Hollywood,Chicago,Los Angeles
2796,"Which is not a cause of the medical problem, Pink eye?",general,chlorine,virus infection,chlorine,seasonal pollens,bacteria pneumococci
2797,Which of these actors played a role in the 1989 movie Pink Cadillac?,general,Jim Carrey,Eddie Murphy,Jack Black,Michael Douglas,Jim Carrey
2798,What year was rock singer Pink born?,general,1979,1983,1969,1979,1971
2800,All of the following are fruits except which one?,general,corn,corn,orange,cherry,apple
2801,Which of the following is the star of a show that debuted on Disney Channel in March 2006?,general,Miley Cyrus,Miley Cyrus,Lindsay Lohan,Amanda Bynes,Jamie Lynn Spears
2802,Who are the presidents on Mount Rushmore?,general,"Washington, Jefferson, T. Roosevelt, Lincoln","Adams, Washington, Johnson, F. Roosevelt","Washington, Jefferson, T. Roosevelt, Lincoln","Washington, Adams, Lincoln, Hamilton","Lincoln, Kennedy, Regan, Washington"
2805,Who was the only American President to be elected to office in the Confederacy ?,general,John Tyler,John Tyler,Zachary Taylor,Andrew Jackson,Millard Fillmore
2806,Beethovens Fifth Symphony is divided into four movements. What is the name of the opening one?,general,Allegro con brio,Allegro con brio,Scherzo: Allegro,Andante con moto,Allegro
2807,For what part of his anatomy was Jimmy Durante famous?,general,His large nose,His large nose,His large chin,His large ears,His large girth
2808,"What was the name of Ricks cafe in the movie classic, Casablanca?",general,Ricks Cafe American,Ricks,The Red Parrot,Rick and Sams Cafe,Ricks Cafe American
2809,"Which baseball pitcher pitched 11 perfect innings, only to lose the game in the 12th?",general,Harvey Haddix,Warren Sphan,Harvey Haddix,Lew Burdette,Johnnie Sain
2810,Pigs are known for their ability to smell what food really well?,general,Truffles,Potatoes,Peanuts,Truffles,Carrots
2811,"The Big Ten Conference is a college athletic conference located in the northern United States.  It had this many members, as of the beginning of the new millennium.",general,11,12,9,11,10
2812,What is the English name for the first book of the Bible?,general,Genesis,Genesis,Exodus,Mathew,Luke
2813,Which month is celebrated as Black History Month?,general,February,January,April,March,February
2814,"In 1902 the first movie house opened in the USA, in this city.",general,Los Angeles,Menlo Park,Los Angeles,Pittsburgh,New York City
2816,How many eyelids do camels have on each of their eyes?,general,3,2,4,5,3
2817,Which of the following animals transmits the most diseases?,general,housefly,wasp,bee,housefly,ant
2820,Who was/were the first passenger/s on a hot air balloon?,general,all of these,s rooster,all of these,a duck,sheep
