,question,category,answer,choices__001,choices__002,choices__003,choices__004
2945,"The following lyrics are from a song by the Rolling Stones, released in 1971 as the first single of the album, Sticky Fingers.  Name the song.\nGold Coast slaveship bound for cotton fields\nSold in a market down in New Orleans\nScarred old slaver know hes doin alright\nHear him whip the women just around midnight",celebrities,Brown Sugar,Beast of Burden,Rough Justice,Brown Sugar,Its only rock and roll
2947,"These are the opening lines of a song by The Rolling Stones, which first appeared as the opening track on the 1968 album, Beggars Banquet.  Guess the song.\nPlease allow me to introduce myself\nIm a man of wealth and taste\nIve been around for a long long year stolen many mans soul and faith\nI was around when Jesus Christ had His moment of doubt and pain",celebrities,Sympathy for the Devil,Harlem Shuffle,Sympathy for the Devil,Jumpin Jack Flash,Get off My Cloud
2949,"What Queen song are the following lyrics from?\nIs this the life? Is this just fantasy?\nCaught in a landslide, no escape from reality.\nOpen your eyes, look up to the skies and see...",celebrities,Bohemian Rhapsody,Another One Bites the Dust,Fat Bottomed Girls,Bohemian Rhapsody,We Will Rock You
2950,"This 1981 concept album was, in terms of sales and overall acclaim, a low point in KISS long career.  The album alienated fans and led to the departure of guitarist Ace Frehley.\n(sound clip: Just a Boy from the album)",celebrities,The Elder,Carnival of Souls,The Elder,Creatures of the Night,Destroyer
2951,"Complete this verse to the Wang Chung hit, Dancehall Days:\nTake your baby by the wrist .....",celebrities,...and in her mouth an amethyst,...and in her mouth an amethyst,"... and in her eyes, youll see such bliss",... and make her do what I insist,... and dance her to unpromised risk
2952,"One of Loverboys most popular songs was Lovin Every Minute of It. Finish the following lyric:\nIm not man or machine\nIm just something in between\nIm all love, a dynamo\nSo push the button ___ _____ ___ ____.",celebrities,.....and let me go,.....and let me go,.....lets rock n roll,.....put me in control,.....and free my soul
2953,What is the name of the beach movie that starred Tony Curtis along with Claudia Cardinale and\nSharon Tate?,celebrities,Dont Make Waves,Who Was That Lady,Dont Make Waves,Sex and the Single Girl,The Great Race
2954,"Finish the chorus of System of a Downs song B.Y.O.B from their album Mezmerize:\nKneeling roses disappearing, Into Mosesâ dry mouth, Breaking into Fort Knox, Stealing our ........",celebrities,Intentions,Ingredients,Freedom,Inventions,Intentions
2955,Which song by System of a Down contains the following lines:\nBanana banana banana banana terracotta banana terracotta terracotta pie!\nBanana banana banana banana terracotta banana terracotta terracotta pie!?,celebrities,Vicinity of Obscenity,B.Y.O. B,Vicinity of Obscenity,Radio/Video,Shes Like Heroin
2956,"Complete these lyrics from Chop Suey!, the first single from System of a Downs album Toxicity:\nWake up,\nGrab a brush and put a little (makeup),\nGrab a brush and put a little,\nHide the scars to fade away the (shakeup)\nHide the scars to fade away the,\nWhyd you leave the keys upon the table?\nHere you go create another................",celebrities,fable,table,cable,fable,maple
2957,"What is the missing word in these lyrics from System of a Downs song Chic N Stu:\nThis ballgames in the refrigerator,\nThe door is closed,\nThe lights are out,\nAnd the butters getting .............?",celebrities,hard,smart,hard,soft,dark
2958,Complete the chorus of System of a Downs song This Cocaine Makes Me Feel Like Im On This Song:\nTheres something wrong with me\nTheres something wrong with you\nTheres something wrong with me\nI hope your stepson doesnt eat the fish\nAnd were crying for our next ........,celebrities,Fix,Fix,Mixes,Pics,Mix
2963,What memorable character did Patrick Swayze portray on Saturday Night Live in a sketch with Chris Farley?,celebrities,chip and dale dancer,construction worker,motivational speaker,chip and dale dancer,stripper
2964,Patrick Swayzes debut role was in this movie.,celebrities,Skatetown USA,Skatetown USA,Ghost,Dirty Dancing,The Outsiders
2966,Patrick Swazye sought treatment for what addiction in 1994?,celebrities,alcohol,alcohol,heroin,meth,cocaine
2969,"This is the chorus to which song by metal band Korn?\nThumbing through the pages of my fantasies\nPushing all the mercy down, down, down\nI wanna see you try to take a swing at me\nCome on, gonna put you on the ground, ground, ground?",celebrities,Thoughtless,Twisted Transistor,Politics,Word up,Thoughtless
2970,"Finish these lyrics form the song Predictable by  metal band Korn:\nToo blind to see, emptiness and sorrow of their lives\nYou run away to the cover of their pointless...........................",celebrities,ties,ties,cries,smiles,lives
2971,"Complete these lyrics from Korns song Make Believe, included in the album Untouchables (2002):\nWaiting all this time\nIve got nothing to hold on\nBut the faces of my life\n......................................................",celebrities,I can see before Im gone,I can change if I go on,I can beat before Im done,I can follow till Im on,I can see before Im gone
2972,Finish these lyrics from the song Freak On A Leash by Korn:\nFeeling like a freak on a leash\nFeeling like I have no .....................,celebrities,release,release,audition,peace,appease
2973,"Complete the following lyrics from Gretchen Wilsons song, When It Rains.\nWhen life aint going my way\nAnd I cant take one more day of gray\nHey hey its ok\nI dont need a dose of Dr.Phil\nI dont need your make it all better pill\nWhen Im low\n..........................",celebrities,Dont you know dont you know,Im gonna show my will,"I will prevail, yes I will",Dont you know dont you know,I will just try to chill
2974,Where is the Northwestern University situated?,celebrities,"Evanston, Illinois, USA","Evanston, Illinois, USA","South Bend, indiana, USA","Lafayette, Indiana, USA","Chicago, Illinois, USA"
2975,"Richard Benjamin, an alumnae of Northwestern University, began as a fine actor and then did fine work behind the camera. His wife also attended NWUs Theatre Program. What is her name?",celebrities,Paula Prentiss,Ann Kellerman,Paula Prentiss,Ann Prentiss,Sally Kellerman
2976,This alumnae of the U.S. Northwestern University was El Galloâ in The Fantasticks. He was Babys father in Dirty Dancing. He sang in Beauty and the Beast. But he is perhaps best known as a NYC police detective who never fired his gun in over 30 years on the job. Who is this actor?,celebrities,Jerry Orbach,Dennis Franz,Jerry Orbach,Jesse L. Martin,Dennis Farina
2977,Which fine actress that attended the U.S. Northwestern University is most famous as Joanna Loudon in Newhart?,celebrities,Mary Frann,Mary Frann,Jennifer Holmes,Mary Wilson,Julia Duffy
2978,"This excellent actress was the first to win Emmys in five different categories. She may be best remembered for her role as Phyllis Lindstrom, the wife of a dermatologist. What is the name of this Northwestern University alumnae?",celebrities,Cloris Leachman,Sally Kellerman,Patricia ONeal,Kim Hunter,Cloris Leachman
2979,This actress who attended Northwestern University co-starred in 2000s Almost Famous. She also appeared in Bridge to Terabithia. She was named after a title character of a J. D. Salinger story. Who is she?,celebrities,Zooey Deschanel,Francis Farmer,Francie James,Zooey Deschanel,Kate Hudson
2980,"A Northwestern University graduate, this excellent character actor co-starred in TVs Spin City and Mad About You. He is a cousin of Barbara Streisand. Who is this actor?",celebrities,Richard Kind,Alan Ruck,Barry Bostwick,Michael J. Fox,Richard Kind
2981,"This Virginia-born American actor has appeared in such movies as About Schmidt, Where the Day Takes You, Copycat and My Best Friends Wedding. Who is this Northwestern University graduate, married to Catherine Keener?",celebrities,Dermot Mulroney,Dermot Mulroney,Gary Elwes,Cary Elwes,Dylan McDermott
2982,"Danny Thomas was born  on January 6, 1914. Which of the following statements is true?",celebrities,"He was born Amos Muzyad Jahoob in Deerfield, Michigan.","He was born Jacoveen Amosh  Jahoob in  Louisville, Kentucky.","He was born Danyen Amosh Jaycovi in Toledo, Ohio.","He was born Amos Muzyad Jahoob in Deerfield, Michigan.","He was born Thomas Danyen Amosh in Lansing, Michigan."
2983,From 1953-1965 Danny Thomas starred in this TV show.,celebrities,Make Room for Daddy,New York - My Town,The Danny Williams Show,The Show of Shows,Make Room for Daddy
2984,What recurring character did Hans Conreid play in Danny Thomas show?,celebrities,Uncle Tonoose,Uncle Tonoose,Manager Eddie,Father-in -law Max,Grand Pa Jacob
2985,"Marjorie Lord, who played Danny Thomas wife, Clancy on TV, is the mother of this famous actor/actress.",celebrities,Ann Archer,Jack Lord,Michael Moriarty,Ann Archer,Patrick Warburton
2988,Which one of these shows was not produced by Danny Thomas?,celebrities,That Girl,The Dick Van Dycke  Show,The Real McCoys,The Bill Dana Show,That Girl
2989,Which one of these shows was a spin-off of Danny Thomas show?,celebrities,The Andy Griffith Show,The Andy Griffith Show,Get Smart,The Mary Tyler Moore Show,The Johnny Carson Hour
2990,What is the profession of Danny Thomas son?,celebrities,Producer,Doctor,Producer,Director,Painter
2991,Which one of the following was found by Danny Thomas who was a great philanthropist?,celebrities,St. Judes Childrens Research Hospital,Habitat for Humanity,Aid for Dependent Children Foundation,The Make  A Wish Foundation,St. Judes Childrens Research Hospital
2992,Danny Thomas was an original owner of this sports team.,celebrities,Miami Dolphins,Miami Dolphins,Florida Marlins,Denver Nuggets,Tennessee Titans
2994,Finish this chorus of a song by Jimmy Buffett:\nGot to help Ellis\nGot to help Ellis\nYou know we got to help Ellis Ellis Dee\nTry and help Ellis you and me\nGot to get to Ellis hear his plea\nTry and help Ellis ..............,celebrities,get free,home to pee,Ellis Dee,get over me,get free
2995,Finish this line from Jimmy Buffetts song Death Valley Lives:\nDeath Valley lives and Tracy isnt ....................,celebrities,sure what really gives,sure she wants to know,dealing with it well,going there anymore,sure what really gives
2996,"Complete the following lyrics from a song, performed by  Jimmy Buffett:\nShe had a big hat, my it was high\nHad bananas and mangos all piled to the sky\nAnd how she could balance them, I wouldnt dare\nCause they dont dance like Carmen .............",celebrities,nowhere,nowhere,ever did,here,anymore
